"WD05CD","WD05NM"
"22UQGJ","Ashdon"
"22UQGK","Barnston and High Easter"
"22UQGL","Birchanger"
"22UQGM","Broad Oak and the Hallingburys"
"22UQGN","Clavering"
"22UQGP","Elsenham and Henham"
"22UQGQ","Felsted"
"22UQGR","Great Dunmow North"
"22UQGS","Great Dunmow South"
"22UQGT","Hatfield Heath"
"22UQGU","Littlebury"
"22UQGW","Newport"
"22UQGX","Saffron Walden Audley"
"22UQGY","Saffron Walden Castle"
"22UQGZ","Saffron Walden Shire"
"22UQHA","Stansted North"
"22UQHB","Stansted South"
"22UQHC","Stebbing"
"22UQHD","Stort Valley"
"22UQHE","Takeley and the Canfields"
"22UQHF","Thaxted"
"22UQHG","The Chesterfords"
"22UQHH","The Eastons"
"22UQHJ","The Rodings"
"22UQHK","The Sampfords"
"22UQHL","Wenden Lofts"
"22UQHM","Wimbish and Debden"
"23UBFQ","All Saints"
"23UBFR","Battledown"
"23UBFS","Benhall and The Reddings"
"23UBFT","Charlton Kings"
"23UBFU","Charlton Park"
"23UBFW","College"
"23UBFX","Hesters Way"
"23UBFY","Lansdown"
"23UBFZ","Leckhampton"
"23UBGA","Oakley"
"23UBGB","Park"
"23UBGC","Pittville"
"23UBGD","Prestbury"
"23UBGE","St Mark's"
"23UBGF","St Paul's"
"23UBGG","St Peter's"
"23UBGH","Springbank"
"23UBGJ","Swindon Village"
"23UBGK","Up Hatherley"
"23UBGL","Warden Hill"
"23UCGL","Ampney-Coln"
"23UCGM","Avening"
"23UCGN","Beacon-Stow"
"23UCGP","Blockley"
"23UCGQ","Bourton-on-the-Water"
"23UCGR","Campden-Vale"
"23UCGS","Chedworth"
"23UCGT","Churn Valley"
"23UCGU","Cirencester Beeches"
"23UCGW","Cirencester Chesterton"
"23UCGX","Cirencester Park"
"23UCGY","Cirencester Stratton-Whiteway"
"23UCGZ","Cirencester Watermoor"
"23UCHA","Ermin"
"23UCHB","Fairford"
"23UCHC","Fosseridge"
"23UCHD","Grumbolds Ash"
"23UCHE","Hampton"
"23UCHF","Kempsford-Lechlade"
"23UCHG","Moreton-in-Marsh"
"23UCHH","Northleach"
"23UCHJ","Rissingtons"
"23UCHK","Riversmeet"
"23UCHL","Sandywell"
"23UCHM","Tetbury"
"23UCHN","Thames Head"
"23UCHP","Three Rivers"
"23UCHQ","Water Park"
"23UDGF","Alvington, Aylburton and West Lydney"
"23UDGG","Awre"
"23UDGH","Berry Hill"
"23UDGJ","Blaisdon and Longhope"
"23UDGK","Bream"
"23UDGL","Bromesberrow and Dymock"
"23UDGM","Christchurch and English Bicknor"
"23UDGN","Churcham and Huntley"
"23UDGP","Cinderford East"
"23UDGQ","Cinderford West"
"23UDGR","Coleford Central"
"23UDGS","Coleford East"
"23UDGT","Hartpury"
"23UDGU","Hewelsfield and Woolaston"
"23UDGW","Littledean and Ruspidge"
"23UDGX","Lydbrook and Ruardean"
"23UDGY","Lydney East"
"23UDGZ","Lydney North"
"23UDHA","Mitcheldean and Drybrook"
"23UDHB","Newent Central"
"23UDHC","Newland and St Briavels"
"23UDHD","Newnham and Westbury"
"23UDHE","Oxenhall and Newent North East"
"23UDHF","Pillowell"
"23UDHG","Redmarley"
"23UDHH","Tibberton"
"23UDHJ","Tidenham"
"23UEFR","Abbey"
"23UEFS","Barnwood"
"23UEFT","Barton and Tredworth"
"23UEFU","Elmbridge"
"23UEFW","Grange"
"23UEFX","Hucclecote"
"23UEFY","Kingsholm and Wotton"
"23UEFZ","Longlevens"
"23UEGA","Matson and Robinswood"
"23UEGB","Moreland"
"23UEGC","Podsmead"
"23UEGD","Quedgeley Fieldcourt"
"23UEGE","Quedgeley Severn Vale"
"23UEGF","Tuffley"
"23UEGG","Westgate"
"23UFGJ","Amberley and Woodchester"
"23UFGK","Berkeley"
"23UFGL","Bisley"
"23UFGM","Cainscross"
"23UFGN","Cam East"
"23UFGP","Cam West"
"23UFGQ","Central"
"23UFGR","Chalford"
"23UFGS","Coaley and Uley"
"23UFGT","Dursley"
"23UFGU","Eastington and Standish"
"23UFGW","Farmhill and Paganhill"
"23UFGX","Hardwicke"
"23UFGY","Kingswood"
"23UFGZ","Minchinhampton"
"23UFHA","Nailsworth"
"23UFHB","Over Stroud"
"23UFHC","Painswick"
"23UFHD","Rodborough"
"23UFHE","Severn"
"23UFHF","Slade"
"23UFHG","Stonehouse"
"23UFHH","The Stanleys"
"23UFHJ","Thrupp"
"23UFHK","Trinity"
"23UFHL","Uplands"
"23UFHM","Upton St Leonards"
"23UFHN","Vale"
"23UFHP","Valley"
"23UFHQ","Wotton-under-Edge"
"23UGGE","Ashchurch with Walton Cardiff"
"23UGGF","Badgeworth"
"23UGGG","Brockworth"
"23UGGH","Churchdown Brookfield"
"23UGGJ","Churchdown St John's"
"23UGGK","Cleeve Grange"
"23UGGL","Cleeve Hill"
"23UGGM","Cleeve St Michael's"
"23UGGN","Cleeve West"
"23UGGP","Coombe Hill"
"23UGGQ","Highnam with Haw Bridge"
"23UGGR","Hucclecote"
"23UGGS","Innsworth with Down Hatherley"
"23UGGT","Isbourne"
"23UGGU","Northway"
"23UGGW","Oxenton Hill"
"23UGGX","Shurdington"
"23UGGY","Tewkesbury Newtown"
"23UGGZ","Tewkesbury Prior's Park"
"23UGHA","Tewkesbury Town with Mitton"
"23UGHB","Twyning"
"23UGHC","Winchcombe"
"24UBHP","Basing"
"24UBHQ","Baughurst"
"24UBHR","Brighton Hill North"
"24UBHS","Brighton Hill South"
"24UBHT","Brookvale and Kings Furlong"
"24UBHU","Buckskin"
"24UBHW","Burghclere"
"24UBHX","Calleva"
"24UBHY","Chineham"
"24UBHZ","East Woodhay"
"24UBJA","Eastrop"
"24UBJB","Grove"
"24UBJC","Hatch Warren and Beggarwood"
"24UBJD","Highclere and Bourne"
"24UBJE","Kempshott"
"24UBJF","Kingsclere"
"24UBJG","Norden"
"24UBJH","Oakley and North Waltham"
"24UBJJ","Overton, Laverstoke and Steventon"
"24UBJK","Pamber"
"24UBJL","Popley East"
"24UBJM","Popley West"
"24UBJN","Rooksdown"
"24UBJP","Sherborne St John"
"24UBJQ","South Ham"
"24UBJR","Tadley North"
"24UBJS","Tadley South"
"24UBJT","Upton Grey and The Candovers"
"24UBJU","Whitchurch"
"24UBJW","Winklebury"
"24UCGJ","Alton Amery"
"24UCGK","Alton Ashdell"
"24UCGL","Alton Eastbrooke"
"24UCGM","Alton Westbrooke"
"24UCGN","Alton Whitedown"
"24UCGP","Alton Wooteys"
"24UCGQ","Binsted and Bentley"
"24UCGR","Bramshott and Liphook"
"24UCGS","Clanfield and Finchdean"
"24UCGT","Downland"
"24UCGU","East Meon"
"24UCGW","Four Marks and Medstead"
"24UCGX","Froxfield and Steep"
"24UCGY","Grayshott"
"24UCGZ","Headley"
"24UCHA","Holybourne and Froyle"
"24UCHB","Horndean Catherington and Lovedean"
"24UCHC","Horndean Downs"
"24UCHD","Horndean Hazleton and Blendworth"
"24UCHE","Horndean Kings"
"24UCHF","Horndean Murray"
"24UCHG","Lindford"
"24UCHH","Liss"
"24UCHJ","Petersfield Bell Hill"
"24UCHK","Petersfield Causeway"
"24UCHL","Petersfield Heath"
"24UCHM","Petersfield Rother"
"24UCHN","Petersfield St Marys"
"24UCHP","Petersfield St Peters"
"24UCHQ","Ropley and Tisted"
"24UCHR","Rowlands Castle"
"24UCHS","Selborne"
"24UCHT","The Hangers and Forest"
"24UCHU","Whitehill Chase"
"24UCHW","Whitehill Deadwater"
"24UCHX","Whitehill Hogmoor"
"24UCHY","Whitehill Pinewood"
"24UCHZ","Whitehill Walldown"
"24UDFT","Bishopstoke East"
"24UDFU","Bishopstoke West"
"24UDFW","Botley"
"24UDFX","Bursledon and Old Netley"
"24UDFY","Chandler's Ford East"
"24UDFZ","Chandler's Ford West"
"24UDGA","Eastleigh Central"
"24UDGB","Eastleigh North"
"24UDGC","Eastleigh South"
"24UDGD","Fair Oak and Horton Heath"
"24UDGE","Hamble-le-Rice and Butlocks Heath"
"24UDGF","Hedge End Grange Park"
"24UDGG","Hedge End St John's"
"24UDGH","Hedge End Wildern"
"24UDGJ","Hiltingbury East"
"24UDGK","Hiltingbury West"
"24UDGL","Netley Abbey"
"24UDGM","West End North"
"24UDGN","West End South"
"24UEFQ","Fareham East"
"24UEFR","Fareham North"
"24UEFS","Fareham North-West"
"24UEFT","Fareham South"
"24UEFU","Fareham West"
"24UEFW","Hill Head"
"24UEFX","Locks Heath"
"24UEFY","Park Gate"
"24UEFZ","Portchester East"
"24UEGA","Portchester West"
"24UEGB","Sarisbury"
"24UEGC","Stubbington"
"24UEGD","Titchfield"
"24UEGE","Titchfield Common"
"24UEGF","Warsash"
"24UFFL","Alverstoke"
"24UFFM","Anglesey"
"24UFFN","Bridgemary North"
"24UFFP","Bridgemary South"
"24UFFQ","Brockhurst"
"24UFFR","Christchurch"
"24UFFS","Elson"
"24UFFT","Forton"
"24UFFU","Grange"
"24UFFW","Hardway"
"24UFFX","Lee East"
"24UFFY","Lee West"
"24UFFZ","Leesland"
"24UFGA","Peel Common"
"24UFGB","Privett"
"24UFGC","Rowner and Holbrook"
"24UFGD","Town"
"24UGFS","Blackwater and Hawley"
"24UGFT","Church Crookham East"
"24UGFU","Church Crookham West"
"24UGFW","Crondall"
"24UGFX","Eversley"
"24UGFY","Fleet Central"
"24UGFZ","Fleet Courtmoor"
"24UGGA","Fleet North"
"24UGGB","Fleet Pondtail"
"24UGGC","Fleet West"
"24UGGD","Frogmore and Darby Green"
"24UGGE","Hartley Wintney"
"24UGGF","Hook"
"24UGGG","Long Sutton"
"24UGGH","Odiham"
"24UGGJ","Yateley East"
"24UGGK","Yateley North"
"24UGGL","Yateley West"
"24UHFQ","Barncroft"
"24UHFR","Battins"
"24UHFS","Bedhampton"
"24UHFT","Bondfields"
"24UHFU","Cowplain"
"24UHFW","Emsworth"
"24UHFX","Hart Plain"
"24UHFY","Hayling East"
"24UHFZ","Hayling West"
"24UHGA","Purbrook"
"24UHGB","St Faith's"
"24UHGC","Stakes"
"24UHGD","Warren Park"
"24UHGE","Waterloo"
"24UJGL","Ashurst, Copythorne South and Netley Marsh"
"24UJGM","Barton"
"24UJGN","Bashley"
"24UJGP","Becton"
"24UJGQ","Boldre and Sway"
"24UJGR","Bramshaw, Copythorne North and Minstead"
"24UJGS","Bransgore and Burley"
"24UJGT","Brockenhurst and Forest South East"
"24UJGU","Buckland"
"24UJGW","Butts Ash and Dibden Purlieu"
"24UJGX","Dibden and Hythe East"
"24UJGY","Downlands and Forest"
"24UJGZ","Fawley, Blackfield and Langley"
"24UJHA","Fernhill"
"24UJHB","Fordingbridge"
"24UJHC","Forest North West"
"24UJHD","Furzedown and Hardley"
"24UJHE","Holbury and North Blackfield"
"24UJHF","Hordle"
"24UJHG","Hythe West and Langdown"
"24UJHH","Lymington Town"
"24UJHJ","Lyndhurst"
"24UJHK","Marchwood"
"24UJHL","Milford"
"24UJHM","Milton"
"24UJHN","Pennington"
"24UJHP","Ringwood East and Sopley"
"24UJHQ","Ringwood North"
"24UJHR","Ringwood South"
"24UJHS","Totton Central"
"24UJHT","Totton East"
"24UJHU","Totton North"
"24UJHW","Totton South"
"24UJHX","Totton West"
"24ULFR","Cove and Southwood"
"24ULFS","Empress"
"24ULFT","Fernhill"
"24ULFU","Grange"
"24ULFW","Heron Wood"
"24ULFX","Knellwood"
"24ULFY","Manor Park"
"24ULFZ","Mayfield"
"24ULGA","North Town"
"24ULGB","Rowhill"
"24ULGC","St. John's"
"24ULGD","St. Mark's"
"24ULGE","Wellington"
"24ULGF","Westheath"
"24UNGA","Abbey"
"24UNGB","Alamein"
"24UNGC","Ampfield and Braishfield"
"24UNGD","Amport"
"24UNGE","Anna"
"24UNGF","Blackwater"
"24UNGG","Bourne Valley"
"24UNGH","Broughton and Stockbridge"
"24UNGJ","Charlton"
"24UNGK","Chilworth, Nursling and Rownhams"
"24UNGL","Cupernham"
"24UNGM","Dun Valley"
"24UNGN","Harewood"
"24UNGP","Harroway"
"24UNGQ","Kings Somborne and Michelmersh"
"24UNGR","Millway"
"24UNGS","North Baddesley"
"24UNGT","Over Wallop"
"24UNGU","Penton Bellinger"
"24UNGW","Romsey Extra"
"24UNGX","St Mary's"
"24UNGY","Tadburn"
"24UNGZ","Valley Park"
"24UNHA","Winton"
"24UPGK","Bishops Waltham"
"24UPGL","Boarhunt and Southwick"
"24UPGM","Cheriton and Bishops Sutton"
"24UPGN","Colden Common and Twyford"
"24UPGP","Compton and Otterbourne"
"24UPGQ","Denmead"
"24UPGR","Droxford, Soberton and Hambledon"
"24UPGS","Itchen Valley"
"24UPGT","Kings Worthy"
"24UPGU","Littleton and Harestock"
"24UPGW","Olivers Battery and Badger Farm"
"24UPGX","Owslebury and Curdridge"
"24UPGY","St Barnabas"
"24UPGZ","St Bartholomew"
"24UPHA","St John and All Saints"
"24UPHB","St Luke"
"24UPHC","St Michael"
"24UPHD","St Paul"
"24UPHE","Shedfield"
"24UPHF","Sparsholt"
"24UPHG","Swanmore and Newtown"
"24UPHH","The Alresfords"
"24UPHJ","Upper Meon Valley"
"24UPHK","Whiteley"
"24UPHL","Wickham"
"24UPHM","Wonston and Micheldever"
"26UBFQ","Broxbourne"
"26UBFR","Bury Green"
"26UBFS","Cheshunt Central"
"26UBFT","Cheshunt North"
"26UBFU","Flamstead End"
"26UBFW","Goffs Oak"
"26UBFX","Hoddesdon North"
"26UBFY","Hoddesdon Town"
"26UBFZ","Rosedale"
"26UBGA","Rye Park"
"26UBGB","Theobalds"
"26UBGC","Waltham Cross"
"26UBGD","Wormley & Turnford"
"26UCGF","Adeyfield East"
"26UCGG","Adeyfield West"
"26UCGH","Aldbury and Wigginton"
"26UCGJ","Apsley"
"26UCGK","Ashridge"
"26UCGL","Bennetts End"
"26UCGM","Berkhamsted Castle"
"26UCGN","Berkhamsted East"
"26UCGP","Berkhamsted West"
"26UCGQ","Bovingdon, Flaunden & Chipperfield"
"26UCGR","Boxmoor"
"26UCGS","Chaulden & Shrubhill"
"26UCGT","Corner Hall"
"26UCGU","Gadebridge"
"26UCGW","Grove Hill"
"26UCGX","Hemel Hempstead Central"
"26UCGY","Highfield & St Pauls"
"26UCGZ","Kings Langley"
"26UCHA","Leverstock Green"
"26UCHB","Nash Mills"
"26UCHC","Northchurch"
"26UCHD","Tring Central"
"26UCHE","Tring East"
"26UCHF","Tring West"
"26UCHG","Warners End"
"26UCHH","Watling"
"26UCHJ","Woodhall"
"26UDGH","Bishop's Stortford All Saints"
"26UDGJ","Bishop's Stortford Central"
"26UDGK","Bishop's Stortford Meads"
"26UDGL","Bishop's Stortford Silverleys"
"26UDGM","Bishop's Stortford South"
"26UDGN","Braughing"
"26UDGP","Buntingford"
"26UDGQ","Datchworth & Aston"
"26UDGR","Great Amwell"
"26UDGS","Hertford Bengeo"
"26UDGT","Hertford Castle"
"26UDGU","Hertford Heath"
"26UDGW","Hertford Kingsmead"
"26UDGX","Hertford Rural North"
"26UDGY","Hertford Rural South"
"26UDGZ","Hertford Sele"
"26UDHA","Hunsdon"
"26UDHB","Little Hadham"
"26UDHC","Mundens and Cottered"
"26UDHD","Much Hadham"
"26UDHE","Puckeridge"
"26UDHF","Sawbridgeworth"
"26UDHG","Stanstead Abbots"
"26UDHH","Thundridge & Standon"
"26UDHJ","Walkern"
"26UDHK","Ware Chadwell"
"26UDHL","Ware Christchurch"
"26UDHM","Ware St Mary's"
"26UDHN","Ware Trinity"
"26UDHP","Watton-at-Stone"
"26UEFX","Aldenham East"
"26UEFY","Aldenham West"
"26UEFZ","Borehamwood Brookmeadow"
"26UEGA","Borehamwood Cowley Hill"
"26UEGB","Borehamwood Hillside"
"26UEGC","Borehamwood Kenilworth"
"26UEGD","Bushey Heath"
"26UEGE","Bushey North"
"26UEGF","Bushey Park"
"26UEGG","Bushey St James"
"26UEGH","Elstree"
"26UEGJ","Potters Bar Furzefield"
"26UEGK","Potters Bar Oakmere"
"26UEGL","Potters Bar Parkfield"
"26UEGM","Shenley"
"26UFGC","Arbury"
"26UFGD","Baldock East"
"26UFGE","Baldock Town"
"26UFGF","Cadwell"
"26UFGG","Codicote"
"26UFGH","Ermine"
"26UFGJ","Graveley & Wymondley"
"26UFGK","Hitchin Bearton"
"26UFGL","Hitchin Highbury"
"26UFGM","Hitchin Oughton"
"26UFGN","Hitchin Priory"
"26UFGP","Hitchin Walsworth"
"26UFGQ","Hitchwood"
"26UFGR","Hoo"
"26UFGS","Kimpton"
"26UFGT","Knebworth"
"26UFGU","Letchworth East"
"26UFGW","Letchworth Grange"
"26UFGX","Letchworth South East"
"26UFGY","Letchworth South West"
"26UFGZ","Letchworth Wilbury"
"26UFHA","Offa"
"26UFHB","Royston Heath"
"26UFHC","Royston Meridian"
"26UFHD","Royston Palace"
"26UFHE","Weston and Sandon"
"26UGFX","Ashley"
"26UGFY","Batchwood"
"26UGFZ","Clarence"
"26UGGA","Colney Heath"
"26UGGB","Cunningham"
"26UGGC","Harpenden East"
"26UGGD","Harpenden North"
"26UGGE","Harpenden South"
"26UGGF","Harpenden West"
"26UGGG","London Colney"
"26UGGH","Marshalswick North"
"26UGGJ","Marshalswick South"
"26UGGK","Park Street"
"26UGGL","Redbourn"
"26UGGM","St Peters"
"26UGGN","St Stephen"
"26UGGP","Sandridge"
"26UGGQ","Sopwell"
"26UGGR","Verulam"
"26UGGS","Wheathampstead"
"26UHFQ","Bandley Hill"
"26UHFR","Bedwell"
"26UHFS","Chells"
"26UHFT","Longmeadow"
"26UHFU","Manor"
"26UHFW","Martins Wood"
"26UHFX","Old Town"
"26UHFY","Pin Green"
"26UHFZ","Roebuck"
"26UHGA","St Nicholas"
"26UHGB","Shephall"
"26UHGC","Symonds Green"
"26UHGD","Woodfield"
"26UJFX","Abbots Langley"
"26UJFY","Ashridge"
"26UJFZ","Bedmond & Primrose Hill"
"26UJGA","Carpenders Park"
"26UJGB","Chorleywood East"
"26UJGC","Chorleywood West"
"26UJGD","Croxley Green"
"26UJGE","Croxley Green North"
"26UJGF","Croxley Green South"
"26UJGG","Hayling"
"26UJGH","Langleybury"
"26UJGJ","Leavesden"
"26UJGK","Maple Cross & Mill End"
"26UJGL","Moor Park & Eastbury"
"26UJGM","Northwick"
"26UJGN","Oxhey Hall"
"26UJGP","Penn"
"26UJGQ","Rickmansworth"
"26UJGR","Rickmansworth West"
"26UJGS","Sarratt"
"26UKFN","Callowland"
"26UKFP","Central"
"26UKFQ","Holywell"
"26UKFR","Leggatts"
"26UKFS","Meriden"
"26UKFT","Nascot"
"26UKFU","Oxhey"
"26UKFW","Park"
"26UKFX","Stanborough"
"26UKFY","Tudor"
"26UKFZ","Vicarage"
"26UKGA","Woodside"
"26ULGJ","Brookmans Park and Little Heath"
"26ULGK","Haldens"
"26ULGL","Handside"
"26ULGM","Hatfield Central"
"26ULGN","Hatfield East"
"26ULGP","Hatfield North"
"26ULGQ","Hatfield South"
"26ULGR","Hatfield West"
"26ULGS","Hollybush"
"26ULGT","Howlands"
"26ULGU","Northaw"
"26ULGW","Panshanger"
"26ULGX","Peartree"
"26ULGY","Sherrards"
"26ULGZ","Welham Green"
"26ULHA","Welwyn North"
"26ULHB","Welwyn South"
"29UBGZ","Aylesford Green"
"29UBHA","Beaver"
"29UBHB","Biddenden"
"29UBHC","Bockhanger"
"29UBHD","Boughton Aluph and Eastwell"
"29UBHE","Bybrook"
"29UBHF","Charing"
"29UBHG","Downs North"
"29UBHH","Downs West"
"29UBHJ","Godinton"
"29UBHK","Great Chart with Singleton North"
"29UBHL","Highfield"
"29UBHM","Isle of Oxney"
"29UBHN","Kennington"
"29UBHP","Little Burton Farm"
"29UBHQ","Norman"
"29UBHR","North Willesborough"
"29UBHS","Park Farm North"
"29UBHT","Park Farm South"
"29UBHU","Rolvenden and Tenterden West"
"29UBHW","St Michaels"
"29UBHX","Saxon Shore"
"29UBHY","Singleton South"
"29UBHZ","South Willesborough"
"29UBJA","Stanhope"
"29UBJB","Stour"
"29UBJC","Tenterden North"
"29UBJD","Tenterden South"
"29UBJE","Victoria"
"29UBJF","Washford"
"29UBJG","Weald Central"
"29UBJH","Weald East"
"29UBJJ","Weald North"
"29UBJK","Weald South"
"29UBJL","Wye"
"29UCGC","Barham Downs"
"29UCGD","Barton"
"29UCGE","Blean Forest"
"29UCGF","Chartham and Stone Street"
"29UCGG","Chestfield and Swalecliffe"
"29UCGH","Gorrell"
"29UCGJ","Greenhill and Eddington"
"29UCGK","Harbledown"
"29UCGL","Harbour"
"29UCGM","Herne and Broomfield"
"29UCGN","Heron"
"29UCGP","Little Stour"
"29UCGQ","Marshside"
"29UCGR","North Nailbourne"
"29UCGS","Northgate"
"29UCGT","Reculver"
"29UCGU","St Stephens"
"29UCGW","Seasalter"
"29UCGX","Sturry North"
"29UCGY","Sturry South"
"29UCGZ","Tankerton"
"29UCHA","West Bay"
"29UCHB","Westgate"
"29UCHC","Wincheap"
"29UDGA","Bean and Darenth"
"29UDGB","Brent"
"29UDGC","Castle"
"29UDGD","Greenhithe"
"29UDGE","Heath"
"29UDGF","Joyce Green"
"29UDGG","Joydens Wood"
"29UDGH","Littlebrook"
"29UDGJ","Longfield, New Barn and Southfleet"
"29UDGK","Newtown"
"29UDGL","Princes"
"29UDGM","Stone"
"29UDGN","Sutton-at-Hone and Hawley"
"29UDGP","Swanscombe"
"29UDGQ","Town"
"29UDGR","West Hill"
"29UDGS","Wilmington"
"29UEGJ","Aylesham"
"29UEGK","Buckland"
"29UEGL","Capel-le-Ferne"
"29UEGM","Castle"
"29UEGN","Eastry"
"29UEGP","Eythorne and Shepherdswell"
"29UEGQ","Little Stour and Ashstone"
"29UEGR","Lydden and Temple Ewell"
"29UEGS","Maxton, Elms Vale and Priory"
"29UEGT","Middle Deal and Sholden"
"29UEGU","Mill Hill"
"29UEGW","North Deal"
"29UEGX","Ringwould"
"29UEGY","River"
"29UEGZ","St Margaret's-at-Cliffe"
"29UEHA","St Radigunds"
"29UEHB","Sandwich"
"29UEHC","Tower Hamlets"
"29UEHD","Town and Pier"
"29UEHE","Walmer"
"29UEHF","Whitfield"
"29UGFW","Central"
"29UGFX","Chalk"
"29UGFY","Coldharbour"
"29UGFZ","Higham"
"29UGGA","Istead Rise"
"29UGGB","Meopham North"
"29UGGC","Meopham South and Vigo"
"29UGGD","Northfleet North"
"29UGGE","Northfleet South"
"29UGGF","Painters Ash"
"29UGGG","Pelham"
"29UGGH","Riverside"
"29UGGJ","Riverview"
"29UGGK","Shorne, Cobham and Luddesdown"
"29UGGL","Singlewell"
"29UGGM","Westcourt"
"29UGGN","Whitehill"
"29UGGP","Woodlands"
"29UHGF","Allington"
"29UHGG","Barming"
"29UHGH","Bearsted"
"29UHGJ","Boughton Monchelsea and Chart Sutton"
"29UHGK","Boxley"
"29UHGL","Bridge"
"29UHGM","Coxheath and Hunton"
"29UHGN","Detling and Thurnham"
"29UHGP","Downswood and Otham"
"29UHGQ","East"
"29UHGR","Fant"
"29UHGS","Harrietsham and Lenham"
"29UHGT","Headcorn"
"29UHGU","Heath"
"29UHGW","High Street"
"29UHGX","Leeds"
"29UHGY","Loose"
"29UHGZ","Marden and Yalding"
"29UHHA","North"
"29UHHB","North Downs"
"29UHHC","Park Wood"
"29UHHD","Shepway North"
"29UHHE","Shepway South"
"29UHHF","South"
"29UHHG","Staplehurst"
"29UHHH","Sutton Valence and Langley"
"29UKGK","Ash"
"29UKGL","Brasted, Chevening and Sundridge"
"29UKGM","Cowden and Hever"
"29UKGN","Crockenhill and Well Hill"
"29UKGP","Dunton Green and Riverhead"
"29UKGQ","Edenbridge North and East"
"29UKGR","Edenbridge South and West"
"29UKGS","Eynsford"
"29UKGT","Farningham, Horton Kirby and South Darenth"
"29UKGU","Fawkham and West Kingsdown"
"29UKGW","Halstead, Knockholt and Badgers Mount"
"29UKGX","Hartley and Hodsoll Street"
"29UKGY","Hextable"
"29UKGZ","Kemsing"
"29UKHA","Leigh and Chiddingstone Causeway"
"29UKHB","Otford and Shoreham"
"29UKHC","Penshurst, Fordcombe and Chiddingstone"
"29UKHD","Seal and Weald"
"29UKHE","Sevenoaks Eastern"
"29UKHF","Sevenoaks Kippington"
"29UKHG","Sevenoaks Northern"
"29UKHH","Sevenoaks Town and St John's"
"29UKHJ","Swanley Christchurch and Swanley Village"
"29UKHK","Swanley St Mary's"
"29UKHL","Swanley White Oak"
"29UKHM","Westerham and Crockham Hill"
"29ULGC","Dymchurch and St Mary's Bay"
"29ULGD","Elham and Stelling Minnis"
"29ULGE","Folkestone Cheriton"
"29ULGF","Folkestone East"
"29ULGG","Folkestone Foord"
"29ULGH","Folkestone Harbour"
"29ULGJ","Folkestone Harvey Central"
"29ULGK","Folkestone Harvey West"
"29ULGL","Folkestone Morehall"
"29ULGM","Folkestone Park"
"29ULGN","Folkestone Sandgate"
"29ULGP","Hythe Central"
"29ULGQ","Hythe East"
"29ULGR","Hythe West"
"29ULGS","Lydd"
"29ULGT","Lympne and Stanford"
"29ULGU","New Romney Coast"
"29ULGW","New Romney Town"
"29ULGX","North Downs East"
"29ULGY","North Downs West"
"29ULGZ","Romney Marsh"
"29ULHA","Tolsford"
"29UMGC","Abbey"
"29UMGD","Borden"
"29UMGE","Boughton and Courtenay"
"29UMGF","Chalkwell"
"29UMGG","Davington Priory"
"29UMGH","East Downs"
