"00BL001","Blackrod"
"30UJ013","Trawden Forest"
"30UJ014","Brierfield"
"30UJ015","Earby"
"30UJ016","Kelbrook and Sough"
"30UJ017","Laneshaw Bridge"
"30UK001","Barton"
"30UK002","Broughton"
"30UK003","Goosnargh"
"30UK004","Grimsargh"
"30UK005","Haighton"
"30UK006","Lea"
"30UK007","Whittingham"
"30UK008","Woodplumpton"
"30UL001","Aighton, Bailey and Chaigley"
"30UL002","Balderstone"
"30UL003","Bashall Eaves"
"30UL004","Billington and Langho"
"30UL005","Bolton-by-Bowland"
"30UL006","Bowland Forest High"
"30UL007","Bowland Forest Low"
"30UL008","Bowland-with-Leagram"
"30UL009","Chatburn"
"30UL010","Chipping"
"30UL011","Clayton-le-Dale"
"30UL012","Clitheroe"
"30UL013","Dinckley"
"30UL014","Downham"
"30UL015","Dutton"
"30UL016","Easington"
"30UL017","Gisburn"
"30UL018","Gisburn Forest"
"30UL019","Great Mitton"
"30UL020","Grindleton"
"30UL021","Horton"
"30UL022","Hothersall"
"30UL023","Little Mitton"
"30UL024","Longridge"
"30UL025","Mearley"
"30UL026","Mellor"
"30UL027","Middop"
"30UL028","Newsholme"
"30UL029","Newton"
"30UL030","Osbaldeston"
"30UL031","Paythorne"
"30UL032","Pendleton"
"30UL033","Ramsgreave"
"30UL034","Read"
"30UL035","Ribchester"
"30UL036","Rimington"
"30UL037","Sabden"
"30UL038","Salesbury"
"30UL039","Sawley"
"30UL040","Simonstone"
"30UL041","Slaidburn"
"30UL042","Thornley-with-Wheatley"
"30UL043","Twiston"
"30UL044","Waddington"
"30UL045","West Bradford"
"30UL046","Whalley"
"30UL047","Wilpshire"
"30UL048","Wiswell"
"30UL049","Worston"
"30UM001","Whitworth"
"30UN001","Cuerdale"
"30UN002","Farington"
"30UN003","Hutton"
"30UN004","Little Hoole"
"30UN005","Longton"
"30UN006","Much Hoole"
"30UN007","Penwortham"
"30UN008","Samlesbury"
"30UP001","Aughton"
"30UP002","Bickerstaffe"
"30UP003","Bispham"
"30UP004","Burscough"
"30UP005","Dalton"
"30UP006","Downholland"
"30UP007","Great Altcar"
"30UP008","Halsall"
"30UP009","Hesketh-with-Becconsall"
"30UP010","Lathom"
"30UP011","Newburgh"
"30UP012","North Meols"
"30UP013","Parbold"
"30UP014","Rufford"
"30UP015","Scarisbrick"
"30UP016","Tarleton"
"30UP017","Up Holland"
"30UP018","Wrightington"
"30UP019","Simonswood"
"30UP020","Hilldale"
"30UQ001","Barnacre-with-Bonds"
"30UQ003","Bleasdale"
"30UQ004","Cabus"
"30UQ005","Catterall"
"30UQ006","Claughton"
"30UQ007","Forton"
"30UQ008","Garstang"
"30UQ009","Great Eccleston"
"30UQ010","Hambleton"
"30UQ011","Inskip-with-Sowerby"
"30UQ012","Kirkland"
"30UQ014","Nateby"
"30UQ015","Nether Wyersdale"
"30UQ016","Out Rawcliffe"
"30UQ017","Pilling"
"30UQ018","Preesall"
"30UQ019","Stalmine-with-Staynall"
"30UQ020","Upper Rawcliffe-with-Tarnacre"
"30UQ021","Winmarleigh"
"30UQ022","Myerscough and Bilsborrow"
"31UB001","Aston Flamville"
"31UB002","Blaby"
"31UB003","Braunstone"
"31UB004","Cosby"
"31UB005","Countesthorpe"
"31UB006","Croft"
"31UB007","Elmesthorpe"
"31UB008","Enderby"
"31UB009","Glenfields"
"31UB010","Glen Parva"
"31UB011","Huncote"
"31UB012","Kilby"
"31UB013","Kirby Muxloe"
"31UB014","Leicester Forest East"
"31UB015","Leicester Forest West"
"31UB016","Lubbesthorpe"
"31UB017","Narborough"
"31UB018","Potters Marston"
"31UB019","Sapcote"
"31UB020","Sharnford"
"31UB021","Stoney Stanton"
"31UB022","Thurlaston"
"31UB023","Whetstone"
"31UB024","Wigston Parva"
"31UC001","Anstey"
"31UC002","Barkby"
"31UC003","Barkby Thorpe"
"31UC004","Barrow upon Soar"
"31UC005","Beeby"
"31UC006","Birstall"
"31UC007","Burton on the Wolds"
"31UC008","Cossington"
"31UC009","Cotes"
"31UC010","East Goscote"
"31UC011","Hathern"
"31UC012","Hoton"
"31UC013","Mountsorrel"
"31UC014","Newtown Linford"
"31UC015","Prestwold"
"31UC016","Queniborough"
"31UC017","Quorndon"
"31UC018","Ratcliffe on the Wreake"
"31UC019","Rearsby"
"31UC020","Rothley"
"31UC021","Seagrave"
"31UC022","Shepshed"
"31UC023","Sileby"
"31UC024","South Croxton"
"31UC025","Swithland"
"31UC026","Syston"
"31UC027","Thrussington"
"31UC028","Thurcaston and Cropston"
"31UC029","Thurmaston"
"31UC030","Ulverscroft"
"31UC031","Walton on the Wolds"
"31UC032","Wanlip"
"31UC033","Woodhouse"
"31UC034","Wymeswold"
"31UD001","Allexton"
"31UD002","Arnesby"
"31UD003","Ashby Magna"
"31UD004","Ashby Parva"
"31UD005","Billesdon"
"31UD006","Bittesby"
"31UD007","Bitteswell"
"31UD008","Blaston"
"31UD009","Bringhurst"
"31UD010","Broughton Astley"
"31UD011","Bruntingthorpe"
"31UD012","Burton Overy"
"31UD013","Carlton Curlieu"
"31UD014","Catthorpe"
"31UD015","Claybrooke Magna"
"31UD016","Claybrooke Parva"
"31UD017","Cold Newton"
"31UD018","Cotesbach"
"31UD019","Cranoe"
"31UD020","Drayton"
"31UD021","Dunton Bassett"
"31UD022","East Langton"
"31UD023","East Norton"
"31UD024","Fleckney"
"31UD025","Foxton"
"31UD026","Frisby"
"31UD027","Frolesworth"
"31UD028","Gaulby"
"31UD029","Gilmorton"
"31UD030","Glooston"
"31UD031","Goadby"
"31UD032","Great Easton"
"31UD033","Great Glen"
"31UD034","Gumley"
"31UD035","Hallaton"
"31UD036","Horninghold"
"31UD037","Houghton on the Hill"
"31UD038","Hungarton"
"31UD039","Husbands Bosworth"
"31UD040","Illston on the Hill"
"31UD041","Keyham"
"31UD042","Kibworth Beauchamp"
"31UD043","Kibworth Harcourt"
"31UD044","Kimcote and Walton"
"31UD045","King's Norton"
"31UD046","Knaptoft"
"31UD047","Laughton"
"31UD048","Launde"
"31UD049","Leire"
"31UD050","Little Stretton"
"31UD051","Loddington"
"31UD052","Lowesby"
"31UD053","Lubenham"
"31UD054","Lutterworth"
"31UD055","Marefield"
"31UD056","Medbourne"
"31UD057","Misterton with Walcote"
"31UD058","Mowsley"
"31UD059","Nevill Holt"
"31UD060","North Kilworth"
"31UD061","Noseley"
"31UD062","Owston and Newbold"
"31UD063","Peatling Magna"
"31UD064","Peatling Parva"
"31UD065","Rolleston"
"31UD066","Saddington"
"31UD067","Scraptoft"
"31UD068","Shangton"
"31UD069","Shawell"
"31UD070","Shearsby"
"31UD071","Skeffington"
"31UD072","Slawston"
"31UD073","Smeeton Westerby"
"31UD074","South Kilworth"
"31UD075","Stockerston"
"31UD076","Stonton Wyville"
"31UD077","Stoughton"
"31UD079","Swinford"
"31UD080","Theddingworth"
"31UD081","Thorpe Langton"
"31UD082","Thurnby and Bushby"
"31UD083","Tilton"
"31UD084","Tugby and Keythorpe"
"31UD085","Tur Langton"
"31UD086","Ullesthorpe"
"31UD087","Welham"
"31UD088","West Langton"
"31UD089","Westrill and Starmore"
"31UD091","Willoughby Waterleys"
"31UD092","Wistow"
"31UD093","Withcote"
"31UD094","Great Bowden"
"31UE001","Bagworth & Thornton"
"31UE002","Barlestone"
"31UE003","Burbage"
"31UE004","Cadeby"
"31UE005","Carlton"
"31UE006","Desford"
"31UE007","Groby"
"31UE008","Higham on the Hill"
"31UE009","Market Bosworth"
"31UE010","Markfield"
"31UE011","Nailstone"
"31UE012","Newbold Verdon"
"31UE013","Osbaston"
"31UE014","Peckleton"
"31UE015","Ratby"
"31UE016","Shackerstone"
"31UE017","Sheepy"
"31UE018","Stanton-under-Bardon"
"31UE019","Stoke Golding"
"31UE020","Sutton Cheney"
"31UE021","Twycross"
"31UE022","Witherley"
"31UE023","Earl Shilton"
"31UG001","Ab Kettleby"
"31UG002","Asfordby"
"31UG003","Belvoir"
"31UG004","Bottesford"
"31UG005","Broughton and Old Dalby"
"31UG006","Buckminster"
"31UG007","Burton and Dalby"
"31UG008","Clawson, Hose and Harby"
"31UG009","Croxton Kerrial"
"31UG010","Eaton"
"31UG011","Freeby"
"31UG012","Frisby and Kirby"
"31UG013","Gaddesby"
"31UG014","Garthorpe"
"31UG015","Grimston"
"31UG016","Hoby with Rotherby"
"31UG017","Knossington and Cold Overton"
"31UG018","Redmile"
"31UG019","Scalford"
"31UG020","Somerby"
"31UG021","Sproxton"
"31UG022","Stathern"
"31UG023","Twyford and Thorpe"
"31UG024","Waltham"
"31UG025","Wymondham"
"31UH001","Appleby Magna"
"31UH002","Ashby-de-la-Zouch"
"31UH003","Ashby Woulds"
"31UH004","Bardon"
"31UH005","Belton"
"31UH006","Breedon on the Hill"
"31UH007","Castle Donington"
"31UH008","Charley"
"31UH009","Chilcote"
"31UH010","Coleorton"
"31UH011","Heather"
"31UH012","Ibstock"
"31UH013","Isley cum Langley"
"31UH014","Kegworth"
"31UH015","Lockington-Hemington"
"31UH016","Long Whatton and Diseworth"
"31UH017","Measham"
"31UH018","Normanton le Heath"
"31UH019","Oakthorpe and Donisthorpe"
"31UH020","Osgathorpe"
"31UH021","Packington"
"31UH022","Ravenstone with Snibstone"
"31UH023","Snarestone"
"31UH024","Staunton Harold"
"31UH025","Stretton en le Field"
"31UH026","Swannington"
"31UH027","Swepstone"
"31UH028","Worthington"
"31UH029","Ellistown and Battleflat"
"32UB001","Algarkirk"
"32UB002","Amber Hill"
"32UB003","Benington"
"32UB004","Bicker"
"32UB005","Butterwick"
"32UB006","Fishtoft"
"32UB007","Fosdyke"
"32UB008","Frampton"
"32UB009","Freiston"
"32UB010","Holland Fen with Brothertoft"
"32UB011","Kirton"
"32UB012","Leverton"
"32UB013","Old Leake"
"32UB014","Sutterton"
"32UB015","Swineshead"
"32UB016","Wigtoft"
"32UB017","Wrangle"
"32UB018","Wyberton"
"32UC001","Aby with Greenfield"
"32UC002","Addlethorpe"
"32UC003","Alford"
"32UC004","Alvingham"
"32UC005","Anderby"
"32UC006","Ashby with Scremby"
"32UC007","Asterby"
"32UC008","Aswardby"
"32UC009","Authorpe"
"32UC010","Baumber"
"32UC011","Beesby with Saleby"
"32UC012","Belchford"
"32UC013","Belleau"
"32UC014","Benniworth"
"32UC015","Bilsby"
"32UC016","Binbrook"
"32UC017","Bolingbroke"
"32UC018","Brackenborough with Little Grimsby"
"32UC019","Bratoft"
"32UC020","Brinkhill"
"32UC021","Bucknall"
"32UC022","Burgh le Marsh"
"32UC023","Burgh on Bain"
"32UC024","Burwell"
"32UC025","Calcethorpe with Kelstern"
"32UC026","Candlesby with Gunby"
"32UC027","Carrington"
"32UC028","Chapel St. Leonards"
"32UC029","Claxby St Andrew"
"32UC030","Claxby with Moorby"
"32UC031","Claythorpe"
"32UC032","Coningsby"
"32UC033","Conisholme"
"32UC034","Covenham St Bartholomew"
"32UC035","Covenham St Mary"
"32UC036","Croft"
"32UC037","Cumberworth"
"32UC038","Dalby"
"32UC039","Donington on Bain"
"32UC040","East Barkwith"
"32UC041","East Keal"
"32UC042","East Kirkby"
"32UC043","Eastville"
"32UC044","Edlington with Wispington"
"32UC045","Elkington"
"32UC046","Farlesthorpe"
"32UC047","Firsby"
"32UC048","Fotherby"
"32UC049","Friskney"
"32UC050","Frithville"
"32UC051","Fulletby"
"32UC052","Fulstow"
"32UC053","Gautby"
"32UC054","Gayton le Marsh"
"32UC055","Gayton le Wold"
"32UC056","Goulceby"
"32UC057","Grainsby"
"32UC058","Grainthorpe"
"32UC059","Great Carlton"
"32UC060","Great Steeping"
"32UC061","Great Sturton"
"32UC062","Greetham with Somersby"
"32UC063","Grimoldby"
"32UC064","Hagworthingham"
"32UC065","Hainton"
"32UC066","Hallington"
"32UC067","Haltham"
"32UC068","Halton Holegate"
"32UC069","Hameringham"
"32UC070","Hannah cum Hagnaby"
"32UC071","Harrington"
"32UC072","Hatton"
"32UC073","Haugh"
"32UC074","Haugham"
"32UC075","Hemingby"
"32UC076","High Toynton"
"32UC077","Hogsthorpe"
"32UC078","Holton le Clay"
"32UC079","Horncastle"
"32UC080","Horsington"
"32UC081","Hundleby"
"32UC082","Huttoft"
"32UC083","Ingoldmells"
"32UC084","Irby in the Marsh"
"32UC085","Keddington"
"32UC086","Kirkby on Bain"
"32UC087","Langriville"
"32UC088","Langton"
"32UC089","Langton by Spilsby"
"32UC090","Langton by Wragby"
"32UC091","Legbourne"
"32UC092","Little Carlton"
"32UC093","Little Cawthorpe"
"32UC094","Little Steeping"
"32UC095","Louth"
"32UC096","Low Toynton"
"32UC097","Ludborough"
"32UC098","Ludford"
"32UC099","Lusby with Winceby"
"32UC100","Mablethorpe and Sutton"
"32UC101","Maidenwell"
"32UC102","Maltby le Marsh"
"32UC103","Manby"
"32UC104","Mareham le Fen"
"32UC105","Mareham on the Hill"
"32UC106","Markby"
"32UC107","Market Stainton"
"32UC108","Marshchapel"
"32UC109","Mavis Enderby"
"32UC110","Midville"
"32UC111","Minting"
"32UC112","Muckton"
"32UC113","Mumby"
"32UC114","New Leake"
"32UC115","North Coates"
"32UC116","North Cockerington"
"32UC117","North Ormsby"
"32UC118","North Somercotes"
"32UC119","North Thoresby"
"32UC120","Orby"
"32UC121","Partney"
"32UC122","Raithby"
"32UC123","Raithby cum Maltby"
"32UC124","Ranby"
"32UC125","Reston"
"32UC126","Revesby"
"32UC127","Rigsby with Ailby"
"32UC128","Roughton"
"32UC132","Sausthorpe"
"32UC133","Scamblesby"
"32UC134","Scrivelsby"
"32UC135","Sibsey"
"32UC136","Skegness"
"32UC137","Skendleby"
"32UC138","Skidbrooke with Saltfleet Haven"
"32UC139","Sotby"
"32UC140","South Cockerington"
"32UC141","South Ormsby cum Ketsby"
"32UC142","South Somercotes"
"32UC143","South Thoresby"
"32UC144","South Willingham"
"32UC145","Spilsby"
"32UC146","Stenigot"
"32UC147","Stewton"
"32UC148","Stickford"
"32UC149","Stickney"
"32UC150","Stixwould and Woodhall"
"32UC151","Strubby with Woodthorpe"
"32UC152","Swaby"
"32UC153","Tathwell"
"32UC154","Tattershall"
"32UC155","Tattershall Thorpe"
"32UC156","Tetford"
"32UC157","Tetney"
"32UC158","Theddlethorpe All Saints"
"32UC159","Theddlethorpe St Helen"
"32UC160","Thimbleby"
"32UC161","Thornton le Fen"
"32UC162","Thorpe St. Peter"
"32UC163","Toynton All Saints"
"32UC164","Toynton St Peter"
"32UC165","Tumby"
"32UC166","Tupholme"
"32UC167","Ulceby with Fordington"
"32UC168","Utterby"
"32UC169","Waddingworth"
"32UC170","Wainfleet All Saints"
"32UC171","Wainfleet St Mary"
"32UC172","Waithe"
"32UC173","Walmsgate"
"32UC174","Well"
"32UC175","Welton le Marsh"
"32UC176","Welton le Wold"
"32UC177","West Ashby"
"32UC178","West Barkwith"
"32UC179","West Fen"
"32UC180","West Keal"
"32UC181","West Torrington"
"32UC182","Westville"
"32UC183","Wildmore"
"32UC184","Willoughby with Sloothby"
"32UC185","Withcall"
"32UC186","Withern with Stain"
"32UC187","Wood Enderby"
"32UC188","Woodhall Spa"
"32UC189","Wragby"
"32UC190","Wyham cum Cadeby"
"32UC191","Yarburgh"
"32UC192","Saltfleetby"
"32UE001","Anwick"
"32UE002","Asgarby and Howell"
"32UE003","Ashby de la Launde and Bloxholm"
"32UE004","Aswarby and Swarby"
"32UE005","Aubourn Haddington and South Hykeham"
"32UE006","Aunsby and Dembleby"
"32UE007","Bassingham"
"32UE008","Beckingham"
"32UE009","Billinghay"
"32UE010","Blankney"
"32UE011","Boothby Graffoe"
"32UE012","Bracebridge Heath"
"32UE013","Branston and Mere"
"32UE014","Brant Broughton and Stragglethorpe"
"32UE015","Brauncewell"
"32UE016","Burton Pedwardine"
"32UE017","Canwick"
"32UE018","Carlton-le-Moorland"
"32UE019","Coleby"
"32UE020","Cranwell and Byard's Leap"
"32UE021","Culverthorpe and Kelby"
"32UE022","Digby"
"32UE023","Doddington and Whisby"
"32UE024","Dogdyke"
"32UE025","Dorrington"
"32UE026","Dunston"
"32UE027","Eagle and Swinethorpe"
"32UE028","Ewerby and Evedon"
"32UE029","Great Hale"
"32UE030","Harmston"
"32UE031","Heckington"
"32UE032","Heighington"
"32UE033","Helpringham"
"32UE034","Kirkby la Thorpe"
"32UE035","Leadenham"
"32UE036","Leasingham"
"32UE037","Little Hale"
"32UE038","Martin"
"32UE039","Metheringham"
"32UE040","Navenby"
"32UE041","Newton and Haceby"
"32UE042","Nocton"
"32UE043","North Hykeham"
"32UE044","North Kyme"
"32UE045","North Rauceby"
"32UE046","North Scarle"
"32UE047","Norton Disney"
"32UE048","Osbournby"
"32UE049","Potter Hanworth"
"32UE050","Rowston"
"32UE051","Roxholm"
"32UE052","Ruskington"
"32UE053","Scopwick"
"32UE054","Scredington"
"32UE055","Silk Willoughby"
"32UE056","Skellingthorpe"
"32UE057","Sleaford"
"32UE058","South Kyme"
"32UE059","South Rauceby"
"32UE060","Stapleford"
"32UE061","Swaton"
"32UE062","Swinderby"
"32UE063","Temple Bruer with Temple High Grange"
"32UE064","Thorpe on the Hill"
"32UE065","Threekingham"
"32UE066","Thurlby"
"32UE067","Timberland"
"32UE068","Waddington"
"32UE069","Walcot near Folkingham"
"32UE070","Walcott"
"32UE071","Washingborough"
"32UE072","Welbourn"
"32UE073","Wellingore"
"32UE074","Wilsford"
"32UE075","Witham St. Hughs"
"32UF001","Cowbit"
"32UF002","Crowland"
"32UF003","Deeping St Nicholas"
"32UF004","Donington"
"32UF005","Fleet"
"32UF006","Gedney"
"32UF007","Gedney Hill"
"32UF008","Gosberton"
"32UF009","Holbeach"
"32UF010","Little Sutton"
"32UF011","Long Sutton"
"32UF012","Lutton"
"32UF013","Moulton"
"32UF014","Pinchbeck"
"32UF015","Quadring"
"32UF016","Surfleet"
"32UF017","Sutton Bridge"
"32UF018","Sutton St Edmund"
"32UF019","Sutton St James"
"32UF020","Tydd St Mary"
"32UF021","Weston"
"32UF022","Whaplode"
"32UG001","Allington"
"32UG002","Ancaster"
"32UG003","Aslackby and Laughton"
"32UG004","Barholm and Stowe"
"32UG005","Barkston"
"32UG006","Barrowby"
"32UG007","Baston"
"32UG008","Belton and Manthorpe"
"32UG009","Billingborough"
"32UG010","Bitchfield and Bassingthorpe"
"32UG011","Boothby Pagnell"
"32UG012","Bourne"
"32UG013","Braceborough and Wilsthorpe"
"32UG014","Braceby and Sapperton"
"32UG015","Burton Coggles"
"32UG016","Careby Aunby and Holywell"
"32UG017","Carlby"
"32UG018","Carlton Scroop"
"32UG019","Castle Bytham"
"32UG020","Caythorpe"
"32UG021","Claypole"
"32UG022","Colsterworth"
"32UG023","Corby Glen"
"32UG024","Counthorpe and Creeton"
"32UG025","Deeping St James"
"32UG026","Denton"
"32UG027","Dowsby"
"32UG028","Dunsby"
"32UG029","Easton"
"32UG030","Edenham"
"32UG031","Fenton"
"32UG032","Folkingham"
"32UG033","Foston"
"32UG034","Fulbeck"
"32UG035","Great Gonerby"
"32UG036","Great Ponton"
"32UG037","Greatford"
"32UG038","Gunby and Stainby"
"32UG039","Haconby"
"32UG040","Harlaxton"
"32UG041","Heydour"
"32UG042","Honington"
"32UG043","Horbling"
"32UG044","Hough-on-the-Hill"
"32UG045","Hougham"
"32UG046","Ingoldsby"
"32UG047","Irnham"
"32UG048","Kirkby Underwood"
"32UG049","Langtoft"
"32UG050","Lenton Keisby and Osgodby"
"32UG051","Little Bytham"
"32UG052","Little Ponton and Stroxton"
"32UG053","Londonthorpe and Harrowby Without"
"32UG054","Long Bennington"
"32UG055","Market Deeping"
"32UG056","Marston"
"32UG057","Morton"
"32UG058","Normanton"
"32UG059","North Witham"
"32UG060","Old Somerby"
"32UG061","Pickworth"
"32UG062","Pointon and Sempringham"
"32UG063","Rippingale"
"32UG064","Ropsley and Humby"
"32UG065","Sedgebrook"
"32UG066","Skillington"
"32UG067","South Witham"
"32UG068","Stamford"
"32UG069","Stoke Rochford"
"32UG070","Stubton"
"32UG071","Swayfield"
"32UG072","Swinstead"
"32UG073","Syston"
"32UG074","Tallington"
"32UG075","Thurlby"
"32UG076","Toft with Lound and Manthorpe"
"32UG077","Uffington"
"32UG078","Welby"
"32UG079","West Deeping"
"32UG080","Westborough and Dry Doddington"
"32UG081","Witham on the Hill"
"32UG082","Woolsthorpe By Belvoir"
"32UG083","Wyville cum Hungerton"
"32UH001","Aisthorpe"
"32UH002","Apley"
"32UH003","Bardney"
"32UH004","Barlings"
"32UH005","Bigby"
"32UH006","Bishop Norton"
"32UH007","Blyborough"
"32UH008","Blyton"
"32UH009","Brampton"
"32UH010","Brattleby"
"32UH011","Broadholme"
"32UH012","Brocklesby"
"32UH013","Broxholme"
"32UH014","Bullington"
"32UH015","Burton"
"32UH016","Buslingthorpe"
"32UH017","Cabourne"
"32UH018","Caenby"
"32UH019","Caistor"
"32UH020","Cammeringham"
"32UH021","Cherry Willingham"
"32UH022","Claxby"
"32UH023","Cold Hanworth"
"32UH024","Corringham"
"32UH025","Dunholme"
"32UH026","East Ferry"
"32UH027","East Stockwith"
"32UH028","Faldingworth"
"32UH029","Fenton"
"32UH030","Fillingham"
"32UH031","Fiskerton"
"32UH032","Friesthorpe"
"32UH033","Fulnetby"
"32UH034","Gate Burton"
"32UH035","Glentham"
"32UH036","Glentworth"
"32UH037","Goltho"
"32UH038","Grange de Lings"
"32UH039","Grasby"
"32UH040","Grayingham"
"32UH041","Great Limber"
"32UH042","Greetwell"
"32UH043","Hackthorn"
"32UH044","Hardwick"
"32UH045","Harpswell"
"32UH046","Heapham"
"32UH047","Hemswell"
"32UH048","Holton cum Beckering"
"32UH049","Holton le Moor"
"32UH050","Ingham"
"32UH051","Keelby"
"32UH052","Kettlethorpe"
"32UH053","Kexby"
"32UH054","Kirmond le Mire"
"32UH055","Knaith"
"32UH056","Laughton"
"32UH057","Lea"
"32UH058","Legsby"
"32UH059","Linwood"
"32UH060","Lissington"
"32UH061","Market Rasen"
"32UH062","Marton"
"32UH063","Middle Rasen"
"32UH064","Morton"
"32UH065","Nettleham"
"32UH066","Nettleton"
"32UH067","Newball"
"32UH068","Newton on Trent"
